year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
2005,UKR,30,seliverstov vadym,G,L,173,71.0,1981-02-18,hc sokol kiev,24.1971252566735,1981,23.722810651876102
2005,USA,10,martin paul,D,L,185,77.0,1981-03-05,fribourg-gotteron,24.1560574948665,1981,22.498173849525198
2005,USA,2,hauer brett,D,R,188,93.0,1971-07-11,ev zug,33.8069815195072,1971,26.312811226799504
2005,USA,20,suter ryan,D,L,188,89.0,1985-01-21,milwaukee admirals,20.2737850787132,1985,25.181077410592998
2005,USA,25,gill hal,D,L,201,108.0,1975-04-06,lukko rauma,30.069815195071897,1975,26.7320115838717
2005,USA,3,miller aaron,D,R,193,95.0,1971-08-11,los angeles kings,33.7221081451061,1971,25.504040376922898
2005,USA,4,leopold jordan,D,L,183,93.0,1980-08-03,calgary flames,24.741957563312802,1980,27.770312639971298
2005,USA,6,roach andy,D,R,180,82.0,1973-08-22,lausanne hc,31.690622861054102,1973,25.3086419753086
2005,USA,8,liles john-michael,D,L,178,83.0,1980-11-25,iserlohner roosters,24.4298425735797,1980,26.196187350082102
2005,USA,11,halpern jeff,F,R,184,91.0,1976-05-03,kloten flyers,28.993839835729,1976,26.8785444234405
2005,USA,14,gionta brian,F,R,170,72.0,1979-01-18,albany river rats,26.2833675564682,1979,24.9134948096886
2005,USA,16,york mike,F,R,178,86.0,1978-01-03,iserlohner roosters,27.3237508555784,1978,27.1430374952657
2005,USA,18,park richard,F,R,181,86.0,1976-05-27,scl tigers langnau,28.9281314168378,1976,26.2507249473459
2005,USA,19,legwand david,F,L,188,81.0,1980-08-17,ehc basel,24.703627652293,1980,22.9176097781802
2005,USA,21,cole erik,F,L,185,83.0,1978-11-06,eisbaren berlin,26.4832306639288,1978,24.2512783053324
2005,USA,22,stastny yan,F,L,178,86.0,1982-09-30,nurnberg ice tigers,22.584531143052697,1982,27.1430374952657
2005,USA,23,parise zach,F,L,180,84.0,1984-07-28,albany river rats,20.758384668035603,1984,25.9259259259259
2005,USA,26,knuble mike,F,R,191,98.0,1972-07-04,linkopings hc,32.8240930869268,1972,26.8632987034347
2005,USA,28,hall adam,F,R,185,91.0,1980-08-14,kaipa kuopio,24.711841204654302,1980,26.5887509130752
2005,USA,33,adams kevyn,F,R,185,90.0,1974-10-08,dusseldorf metro stars,30.5626283367556,1974,26.296566837107395
2005,USA,37,parrish mark,F,R,183,82.0,1977-02-02,new york islanders,28.2409308692676,1977,24.485652005136
2005,USA,39,weight doug,F,L,178,86.0,1971-01-21,frankfurt lions,34.2751540041068,1971,27.1430374952657
2005,USA,9,modano mike,F,L,191,93.0,1970-06-07,dallas stars,34.899383983572896,1970,25.4927222389737
2005,USA,29,dipietro rick,G,R,180,83.0,1981-09-19,new york islanders,23.613963039014397,1981,25.6172839506173
2005,USA,30,conklin ty,G,L,183,81.0,1976-03-30,ehc wolfsburg,29.086926762491398,1976,24.1870464928783
2005,USA,73,thomas tim,G,L,180,81.0,1974-04-14,jokerit helsinki,31.047227926078,1974,25.0
2006,RUS,16,koltsov kirill,D,L,178,80.0,1983-02-01,avangard omsk,23.2443531827515,1983,25.2493372048984
2006,RUS,2,misharin georgi,D,L,185,95.0,1985-05-11,cska moscow,20.9719370294319,1985,27.757487216946696
2006,RUS,27,atyushov vitali,D,L,187,89.0,1979-07-04,metallurg magnitogorsk,26.825462012320298,1979,25.4511138436901
2006,RUS,28,kulyash denis,D,L,191,97.0,1983-05-31,dynamo moscow,22.9185489390828,1983,26.589183410542496
2006,RUS,38,khomitsky vadim,D,L,188,92.0,1982-07-21,cska moscow,23.7782340862423,1982,26.0298777727479
2006,RUS,4,kruchinin andrei,D,L,185,88.0,1978-05-18,lada togliatti,27.953456536618802,1978,25.7121986851717
2006,RUS,5,zhukov sergei,D,L,192,87.0,1975-11-23,lokomotiv yaroslavl,30.4366872005476,1975,23.6002604166667
2006,RUS,6,nikulin ilya,D,L,187,92.0,1982-03-12,ak bars kazan,24.136892539356605,1982,26.309016557522398
2006,RUS,10,mozyakin sergei,F,R,179,75.0,1981-03-30,cska moscow,25.086926762491398,1981,23.4075091289286
2006,RUS,12,zaripov danis,F,L,183,81.0,1981-03-26,ak bars kazan,25.09787816564,1981,24.1870464928783
2006,RUS,14,grigorenko igor,F,L,179,95.0,1983-04-09,severstal cherepovets,23.0609171800137,1983,29.6495115633095
2006,RUS,15,kulemin nikolai,F,L,185,83.0,1986-07-14,metallurg magnitogorsk,19.7973990417522,1986,24.2512783053324
2006,RUS,18,gorovikov konstantin,F,L,183,82.0,1977-08-31,avangard omsk,28.665297741273104,1977,24.485652005136
2006,RUS,21,kharitonov alexander,F,R,172,80.0,1976-03-30,dynamo moscow,30.086242299794698,1976,27.0416441319632
2006,RUS,32,semin alexander,F,R,188,90.0,1984-03-03,khimik moscow,22.1601642710472,1984,25.464010864644603
2006,RUS,33,sushinsky maxim,F,L,172,80.0,1974-07-01,dynamo moscow,31.832991101984895,1974,27.0416441319632
2006,RUS,7,mikhnov alexei,F,L,195,104.0,1982-08-31,lokomotiv yaroslavl,23.665982203969897,1982,27.3504273504274
2006,RUS,71,malkin evgeni,F,L,191,87.0,1986-07-31,metallurg magnitogorsk,19.750855578371,1986,23.848030481620604
2006,RUS,79,arkhipov denis,F,L,191,97.0,1979-05-19,khimik moscow reg.,26.9514031485284,1979,26.589183410542496
2006,RUS,97,yemeleyev igor,F,R,179,83.0,1981-03-07,ska st. petersburg,25.149897330595497,1981,25.9043101026809
2006,RUS,40,zvyagin sergei,G,L,174,79.0,1971-02-17,dynamo moscow,35.2005475701574,1971,26.0932752014797
2006,BLR,27,zhurik alexandr,D,L,193,100.0,1975-05-29,dynamo minsk,30.9240246406571,1975,26.846358291497804
2006,BLR,30,kopat vladimir,D,L,178,86.0,1971-04-23,yunost minsk,35.0225872689938,1971,27.1430374952657
2006,BLR,32,svito vladimir,D,R,184,85.0,1970-08-20,hc gomel,35.6960985626283,1970,25.1063327032136
2006,BLR,4,makritsky aleksandr,D,L,182,90.0,1971-08-11,dynamo minsk,34.7214236824093,1971,27.170631566236
2006,BLR,43,kostyuchenok viktor,D,L,187,90.0,1979-06-07,yunost minsk,26.899383983572896,1979,25.7370814149675
2006,BLR,5,ryadinsky aleksandr,D,R,189,92.0,1978-04-01,hc keramin minsk,28.082135523614003,1978,25.7551580302903
2006,BLR,7,erkovich sergei,D,L,190,94.0,1974-03-09,yunost minsk,32.145106091718,1974,26.038781163434898
2006,BLR,70,denisov uladzimir,D,L,180,90.0,1984-06-29,hc keramin minsk,21.837097878165604,1984,27.7777777777778
2006,BLR,10,antonenko oleg,F,L,187,92.0,1971-07-01,dynamo minsk,34.8336755646817,1971,26.309016557522398
2006,BLR,11,esaulov evgeny,F,L,180,82.0,1977-07-01,hc keramin minsk,28.832306639288202,1977,25.3086419753086
2006,BLR,12,savin alexei,F,L,183,89.0,1986-05-15,yunost minsk,19.961670088980103,1986,26.5758905909403
2006,BLR,16,skabelka andrei,F,L,186,92.0,1971-01-20,dynamo minsk,35.277207392197106,1971,26.5926696727945
2006,BLR,17,kurilin evgeny,F,R,181,80.0,1979-01-03,hc keramin minsk,27.3237508555784,1979,24.4192790207869
2006,BLR,18,ugarov aleksei,F,L,176,80.0,1985-01-02,neftekhimik nizhnekamsk,21.3251197809719,1985,25.826446280991696
2006,BLR,19,meleshko dmitry,F,R,181,81.0,1982-11-08,salavat yulaev ufa,23.477070499657803,1982,24.7245200085467
2006,BLR,22,zadelenov sergei,F,L,178,88.0,1976-02-27,neftekhimik nizhnekamsk,30.1738535249829,1976,27.774270925388198
2006,BLR,23,kostitsyn andrei,F,L,183,90.0,1985-02-03,montreal canadiens,21.2375085557837,1985,26.874496103198105
2006,BLR,26,kukushkin sergei,F,L,190,88.0,1985-07-24,kapitan stupino,20.7693360711841,1985,24.376731301939103
2006,BLR,68,chupris yaroslav,F,L,179,93.0,1981-09-12,salavat yulaev ufa,24.6324435318275,1981,29.025311319871395
2006,BLR,77,dudik dmitry,F,R,184,91.0,1977-11-02,dynamo minsk,28.492813141683804,1977,26.8785444234405
2006,BLR,8,mikhalev andrei,F,L,182,90.0,1978-02-23,hc keramin minsk,28.1834360027378,1978,27.170631566236
2006,BLR,84,grabovsky mikhail,F,L,180,80.0,1984-01-31,dynamo moscow,22.247775496235498,1984,24.6913580246914
2006,BLR,2,shabanov sergei,G,L,179,80.0,1974-02-24,ska st. petersburg,32.1806981519507,1974,24.9680097375238
2006,BLR,31,mezin andrei,G,L,180,78.0,1974-07-08,salavat yulaev,31.813826146475,1974,24.0740740740741
2006,BLR,33,goryachevskikh stepan,G,L,175,74.0,1985-06-26,yunost minsk,20.8459958932238,1985,24.163265306122398
2006,CAN,16,daley trevor,D,L,183,93.0,1983-10-09,dallas stars,22.5598904859685,1983,27.770312639971298
2006,CAN,2,hamhuis dan,D,L,185,90.0,1982-12-13,nashville predators,23.3812457221081,1982,26.296566837107395
2006,CAN,25,dupont micki,D,R,178,79.0,1980-04-15,eisbaren berlin,26.0424366872005,1980,24.933720489837103
2006,CAN,3,robidas stephane,D,R,179,80.0,1977-03-03,dallas stars,29.160848733744,1977,24.9680097375238
2006,CAN,5,seabrook brent,D,R,188,93.0,1985-04-20,chicago blackhawks,21.0294318959617,1985,26.312811226799504
2006,CAN,6,stuart brad,D,L,188,98.0,1979-11-06,boston bruins,26.4832306639288,1979,27.7274784970575
2006,CAN,12,metropolit glen,F,R,183,86.0,1974-06-25,hc lugano,31.849418206707696,1974,25.680074054166997
2006,CAN,13,cammalleri mike,F,L,175,82.0,1982-06-08,los angeles kings,23.895961670089,1982,26.775510204081602
2006,CAN,14,shanahan brendan,F,R,192,100.0,1969-01-23,detroit red wings,37.26762491444221,1969,27.126736111111104
2006,CAN,17,hartnell scott,F,L,188,94.0,1982-04-18,nashville predators,24.035592060232702,1982,26.5957446808511
2006,CAN,18,richards mike,F,L,180,88.0,1985-02-11,philadelphia flyers,21.2156057494867,1985,27.1604938271605
2006,CAN,19,calder kyle,F,L,180,79.0,1979-01-05,chicago blackhawks,27.318275154004102,1979,24.3827160493827
2006,CAN,20,roest stacey,F,R,178,86.0,1974-03-15,sc rapperswil-jona,32.128678986995205,1974,27.1430374952657
2006,CAN,26,boyes brad,F,R,185,88.0,1982-04-17,boston bruins,24.038329911019897,1982,25.7121986851717
2006,CAN,27,pettinger matt,F,L,185,95.0,1980-10-22,washington capitals,25.522245037645398,1980,27.757487216946696
2006,CAN,29,williams jason,F,R,180,84.0,1980-08-11,detroit red wings,25.719370294319,1980,25.9259259259259
2006,CAN,7,carter jeff,F,R,191,92.0,1985-01-01,philadelphia flyers,21.3278576317591,1985,25.2186069460815
2006,CAN,87,crosby sidney,F,L,180,88.0,1987-08-07,pittsburgh penguins,18.732375085557802,1987,27.1604938271605
2006,CAN,89,comrie mike,F,L,178,84.0,1980-09-11,phoenix coyotes,25.634496919917897,1980,26.5118040651433
2006,CAN,35,auld alex,G,L,193,91.0,1981-01-07,vancouver canucks,25.3114305270363,1981,24.430186045263
2006,CAN,50,mason chris,G,L,180,91.0,1976-04-20,nashville predators,30.0287474332649,1976,28.0864197530864
2006,CZE,15,kaberle tomas,D,L,188,91.0,1978-03-02,toronto maple leafs,28.1642710472279,1978,25.746944318696197
2006,CZE,2,krajicek lukas,D,L,185,85.0,1983-03-11,florida panthers,23.1403148528405,1983,24.8356464572681
2006,CZE,35,hejda jan,D,L,191,102.0,1978-06-18,khimik moscow reg.,27.8685831622177,1978,27.9597598750034
2006,CZE,4,michalek zbynek,D,R,184,79.0,1982-12-23,phoenix coyotes,23.353867214236804,1982,23.334120982986803
2006,CZE,41,skoula martin,D,L,187,85.0,1979-10-28,minnesota wild,26.507871321013,1979,24.3072435585805
2006,CZE,44,blatak miroslav,D,L,181,77.0,1982-05-25,hc zlin,23.9342915811088,1982,23.5035560575074
2006,CZE,5,richter martin,D,R,184,90.0,1977-12-06,hc liberec bili tygri,28.3997262149213,1977,26.5831758034026
2006,CZE,80,kutlak zdenek,D,L,190,94.0,1980-02-13,hc ceske budejovice,26.212183436002697,1980,26.038781163434898
2006,CZE,10,hubacek petr,F,R,183,82.0,1979-09-02,hc vitkovice ostrava,26.6611909650924,1979,24.485652005136
2006,CZE,14,plekanec tomas,F,L,178,89.0,1982-10-31,montreal canadiens,23.4989733059548,1982,28.0898876404494
2006,CZE,24,irgl zbynek,F,R,179,83.0,1980-11-29,hc vitkovice ostrava,25.4182067077344,1980,25.9043101026809
2006,CZE,25,bednar jaroslav,F,R,182,84.0,1976-11-09,hc slavia prague,29.4729637234771,1976,25.3592561284869
2006,CZE,38,bulis jan,F,L,186,92.0,1978-03-18,montreal canadiens,28.1204654346338,1978,26.5926696727945
2006,CZE,40,balastik jaroslav,F,L,190,93.0,1979-11-28,columbus blue jackets,26.4229979466119,1979,25.7617728531856
2006,CZE,53,prorok ivo,F,R,182,80.0,1969-12-28,hc slavia prague,36.3394934976044,1969,24.1516725033209
2006,CZE,60,rolinek tomas,F,L,177,83.0,1980-02-17,hc pardubice,26.2012320328542,1980,26.4930256312043
2006,CZE,62,tenkrat petr,F,R,182,83.0,1977-05-31,karpat oulu,28.917180013689297,1977,25.057360222195395
2006,CZE,77,stefan patrik,F,L,188,87.0,1980-09-16,atlanta thrashers,25.6208076659822,1980,24.615210502489802
2006,CZE,9,vyborny david,F,L,179,83.0,1975-01-22,columbus blue jackets,31.271731690622897,1975,25.9043101026809
2006,CZE,91,erat martin,F,L,184,90.0,1981-08-29,nashville predators,24.6707734428474,1981,26.5831758034026
2006,CZE,31,svoboda adam,G,L,177,82.0,1978-01-26,hc pardubice,28.260095824777604,1978,26.1738325513103
2006,CZE,33,hnilicka milan,G,L,185,83.0,1973-06-25,hc liberec bili tygri,32.8487337440109,1973,24.2512783053324
2006,CZE,42,popperle tomas,G,L,184,85.0,1984-10-10,eisbaren berlin,21.555099247090997,1984,25.1063327032136
2006,DEN,2,pander rasmus,D,L,182,81.0,1976-03-19,odense bulldogs,30.116358658453102,1976,24.453568409612398
2006,DEN,4,boedker mads,D,L,173,72.0,1987-08-31,rodovre mighty bulls,18.6666666666667,1987,24.056934745564497
2006,DEN,10,nordby-andersen bo,F,L,180,83.0,1979-03-22,aab aalborg,27.1101984941821,1979,25.6172839506173
2006,DEN,12,regin peter,F,L,182,85.0,1986-04-16,timra ik,20.041067761807,1986,25.6611520347784
2006,DEN,16,kjaergaard christoffer,F,L,188,99.0,1980-05-03,herning blue fox,25.9931553730322,1980,28.0104119511091
2006,DEN,17,hansen jannik,F,L,180,73.0,1986-03-15,portland winterhawks,20.128678986995197,1986,22.5308641975309
2006,DEN,18,reinert thomas,F,R,183,85.0,1980-01-17,frederikshavn ik,26.286105407255302,1980,25.3814685419093
2006,DEN,29,madsen morten,F,L,188,86.0,1987-01-16,frolunda hc gothenburg,19.2881587953457,1987,24.3322770484382
2006,DEN,39,pyndt martin,F,L,191,88.0,1977-07-13,rodovre mighty bulls,28.7994524298426,1977,24.122145774512802
2006,DEN,1,galbraith patrick,G,L,188,75.0,1986-03-11,soenderjyske vojens,20.1396303901437,1986,21.2200090538705
2006,FIN,33,lehtonen mikko,D,L,185,88.0,1978-06-12,karpat oulu,27.885010266940498,1978,25.7121986851717
2006,FIN,5,kukkonen lasse,D,L,183,85.0,1981-09-18,karpat oulu,24.616016427104697,1981,25.3814685419093
2006,FIN,6,saravo pekka,D,L,189,94.0,1979-11-13,lulea hf,26.4640657084189,1979,26.3150527700792
2006,FIN,7,berg aki-petteri,D,L,193,97.0,1977-07-28,toronto maple leafs,28.758384668035603,1977,26.0409675427528
2006,FIN,9,luoma mikko,D,L,193,95.0,1976-06-22,linkopings hc,29.856262833675604,1976,25.504040376922898
2006,FIN,10,bergenheim sean,F,L,180,96.0,1984-02-08,new york islanders,22.2258726899384,1984,29.6296296296296
2006,FIN,15,ruutu tuomo,F,L,185,96.0,1983-02-16,chicago blackhawks,23.2032854209446,1983,28.0496712929145
2006,FIN,20,miettinen antti,F,R,185,88.0,1980-07-03,dallas stars,25.8261464750171,1980,25.7121986851717
2006,FIN,21,koivu mikko,F,L,188,85.0,1983-03-12,minnesota wild,23.137577002053398,1983,24.049343594386603
2006,FIN,22,santala tommi,F,R,190,95.0,1979-06-27,jokerit helsinki,26.8446269678303,1979,26.3157894736842
2006,FIN,23,hahl riku,F,L,185,91.0,1980-11-01,hc davos,25.494866529774104,1980,26.5887509130752
2006,FIN,28,rita jani,F,L,185,94.0,1981-07-25,pittsburgh penguins,24.766598220397,1981,27.465303140978797
2006,FIN,36,jokinen jussi,F,L,186,88.0,1983-04-01,dallas stars,23.082819986310703,1983,25.436466643542598
2006,FIN,31,niittymaki antero,G,L,184,86.0,1980-06-18,philadelphia flyers,25.867214236824104,1980,25.4017013232514
2006,FIN,32,backstrom niklas,G,L,185,88.0,1978-02-13,karpat oulu,28.210814510609197,1978,25.7121986851717
2006,ITA,14,lorenzi carlo,D,R,175,75.0,1974-09-02,hc alleghe,31.660506502395602,1974,24.4897959183673
2006,ITA,26,helfer armin,D,L,188,84.0,1980-05-31,milano vipers,25.916495550992497,1980,23.766410140335
2006,ITA,3,trevisani carter,D,L,186,88.0,1982-06-15,asiago hockey as,23.8767967145791,1982,25.436466643542598
2006,ITA,50,borgatello christian,D,R,176,84.0,1982-02-10,milano vipers,24.2190280629706,1982,27.117768595041298
2006,ITA,6,strazzabosco michele,D,L,193,98.0,1976-02-06,milano vipers,30.2313483915127,1976,26.3094311256678
2006,ITA,7,egger alexander,D,L,186,88.0,1979-12-22,ritten sport,26.3572895277207,1979,25.436466643542598
2006,ITA,8,ramoser florian,D,L,188,87.0,1979-10-07,bolzano foxes,26.5653661875428,1979,24.615210502489802
2006,ITA,11,fontanive nicola,F,L,165,71.0,1985-10-25,hc alleghe,20.5147159479808,1985,26.078971533517
2006,ITA,13,rigoni luca,F,L,179,82.0,1975-01-01,hc asiago,31.3292265571526,1975,25.5922099809619
2006,ITA,15,felicetti luca,F,L,166,84.0,1981-08-17,hc fassa,24.703627652293,1981,30.4833793003339
2006,ITA,16,parco john,F,L,182,85.0,1971-08-25,asiago hockey as,34.6830937713895,1971,25.6611520347784
2006,ITA,17,iob anthony,F,L,182,93.0,1971-01-02,kac klagenfurt,35.3264887063655,1971,28.076319285110504
2006,ITA,18,bustreo paolo,F,L,180,84.0,1983-03-29,ritten sport,23.091033538672104,1983,25.9259259259259
2006,ITA,19,ramoser roland,F,R,190,92.0,1972-09-03,bolzano foxes,33.6563997262149,1972,25.4847645429363
2006,ITA,21,busillo giuseppe,F,L,186,96.0,1970-05-13,milano vipers,35.9671457905544,1970,27.748872702046498
2006,ITA,22,margoni stefano,F,L,182,85.0,1975-05-12,bolzano foxes,30.9705681040383,1975,25.6611520347784
2006,ITA,24,molteni andrea,F,R,174,80.0,1980-12-05,milano vipers,25.401779603011605,1980,26.423569824283298
2006,ITA,28,de toni manuel,F,L,181,90.0,1979-01-10,hc alleghe,27.304585900068396,1979,27.4716888983853
2006,ITA,34,cirone jason,F,L,177,93.0,1971-02-21,asiago hockey,35.1895961670089,1971,29.684956430144602
2006,ITA,71,ansoldi luca,F,R,183,91.0,1982-01-05,ritten sport,24.317590691307302,1982,27.1731016154558
2006,ITA,80,chelodi enrico,F,L,180,81.0,1982-09-19,bolzano foxes,23.613963039014397,1982,25.0
2006,ITA,9,de bettin giorgio,F,R,175,84.0,1972-08-07,sg cortina,33.730321697467495,1972,27.428571428571402
2006,ITA,29,muzzatti jason,G,L,186,87.0,1970-02-03,bolzano foxes,36.2381930184805,1970,25.147415886229602
2006,ITA,35,tragust thomas,G,L,179,74.0,1986-05-27,hc merano,19.928815879534604,1986,23.0954090072095
2006,ITA,85,baur rene,G,L,180,74.0,1985-01-19,ev bruneck brunico,21.278576317590698,1985,22.8395061728395
2006,KAZ,16,blokhin yevgeniy,D,L,181,83.0,1979-05-29,hk mvd tver,26.9240246406571,1979,25.335001984066402
2006,KAZ,43,pupkov yevgeniy,D,L,180,85.0,1976-01-18,ska st. petersburg,30.2833675564682,1976,26.234567901234602
2006,KAZ,52,koledayev alexey,D,L,183,88.0,1976-03-27,sibir novosibirsk,30.0944558521561,1976,26.2772850786825
2006,KAZ,10,belyayev maxim,F,L,184,80.0,1979-08-24,salavat yulaev,26.6858316221766,1979,23.629489603024602
2006,KAZ,11,zhailauov talgat,F,R,173,72.0,1985-07-07,torpedo ust-kamen.,20.815879534565397,1985,24.056934745564497
2006,KAZ,18,shafranov konstantin,F,L,183,80.0,1968-09-11,torpedo nizhni novgorod,37.6344969199179,1968,23.888440980620498
2006,KAZ,22,ogorodnikov andrey,F,R,178,78.0,1982-08-29,torpedo ust-kamen.,23.6714579055441,1982,24.618103774775896
2006,KAZ,23,pchelyakov andrey,F,L,181,79.0,1972-02-19,krylia sovetov moscow,34.195756331279895,1972,24.1140380330271
2006,KAZ,32,zarzhitskiy nikolay,F,L,191,93.0,1979-02-18,motor barnaul,27.1978097193703,1979,25.4927222389737
2006,KAZ,36,spiridonov andrey,F,L,187,86.0,1982-05-21,barys astana,23.945242984257398,1982,24.5932111298579
2006,KAZ,48,starchenko roman,F,L,186,81.0,1986-05-12,torpedo ust-kamen.,19.9698836413415,1986,23.413111342351698
2006,KAZ,7,litvinenko alexey,F,L,195,74.0,1980-03-07,spartak moscow,26.149212867898697,1980,19.4608809993425
2006,KAZ,81,krasnoslabotsev vadim,F,L,179,84.0,1983-08-16,avangard omsk,22.7077344284736,1983,26.2164102244
2006,KAZ,35,ogureshnikov sergey,G,L,184,78.0,1977-04-04,torpedo ust-kamen.,29.0732375085558,1977,23.038752362948998
2006,KAZ,41,medvedev roman,G,L,185,83.0,1981-08-31,gornak rudnyj,24.665297741273104,1981,24.2512783053324
2006,LAT,11,jass maris,D,L,178,78.0,1985-01-18,lada togliatti,21.2813141683778,1985,24.618103774775896
2006,LAT,18,pujacs georgijs,D,R,184,96.0,1981-06-11,hk riga 2000,24.8870636550308,1981,28.3553875236295
2006,LAT,2,astasenko kaspars,D,L,190,95.0,1975-02-17,hpk hameenlinna,31.2005475701574,1975,26.3157894736842
2006,LAT,6,jerofejevs aleksandrs,D,L,185,88.0,1984-04-12,roanoke valley vipers,22.050650239561897,1984,25.7121986851717
2006,LAT,8,galvins guntis,D,L,186,87.0,1986-01-25,hk riga 2000,20.2628336755647,1986,25.147415886229602
2006,LAT,10,darzins lauris,F,R,188,90.0,1985-01-28,kelowna rockets,21.2539356605065,1985,25.464010864644603
2006,LAT,20,stals juris,F,L,191,90.0,1982-04-08,charlotte checkers,24.062970568104,1982,24.6703763602971
2006,LAT,21,daugavins kaspars,F,L,181,82.0,1988-05-18,hk riga 2000,17.9520876112252,1988,25.0297609963066
2006,LAT,24,redlihs mikelis,F,L,179,78.0,1984-07-01,bjorkloven umea,21.831622176591395,1984,24.343809494085697
2006,LAT,47,cipulis martins,F,L,180,82.0,1980-11-29,hk riga 2000,25.4182067077344,1980,25.3086419753086
2006,LAT,5,sprukts janis,F,L,190,105.0,1982-01-31,hpk hameenlinna,24.2464065708419,1982,29.0858725761773
2006,LAT,9,blinovs viktors,F,L,176,80.0,1981-06-26,sport vaasa,24.8459958932238,1981,25.826446280991696
2006,LAT,1,raitums martins,G,L,180,80.0,1985-04-14,hk riga 2000,21.0458590006845,1985,24.6913580246914
2006,NOR,16,ryman erik,D,L,180,87.0,1972-06-10,djurgardens if stockholm,33.8891170431211,1972,26.851851851851897
2006,NOR,23,trygg mats,D,R,179,83.0,1976-06-01,iserlohner roosters,29.913757700205302,1976,25.9043101026809
2006,NOR,36,lund lars erik,D,L,187,94.0,1974-07-25,valerenga oslo,31.7672826830938,1974,26.8809517000772
2006,NOR,54,myrvold anders,D,L,188,93.0,1975-08-12,valerenga oslo,30.7186858316222,1975,26.312811226799504
2006,NOR,56,nilsen johnny,D,L,183,85.0,1975-01-27,frisk-asker ,31.258042436687198,1975,25.3814685419093
2006,NOR,6,holos jonas,D,L,180,89.0,1987-08-27,sparta sarpsborg,18.6776180698152,1987,27.4691358024691
2006,NOR,7,jakobsen tommy,D,L,173,83.0,1970-12-10,dusseldorf metro stars,35.3894592744695,1970,27.732299776136898
2006,NOR,10,spets lars erik,F,L,178,80.0,1985-04-02,brynas if gavle,21.078713210129997,1985,25.2493372048984
2006,NOR,11,nagel lars peder,F,L,193,95.0,1981-02-25,ik oskarshamn,25.1772758384668,1981,25.504040376922898
2006,NOR,14,trygg marius,F,L,177,79.0,1976-06-01,etc crimmitschau,29.913757700205302,1976,25.216253311628197
2006,NOR,19,skroder per-age,F,L,180,92.0,1978-08-04,sodertalje sk,27.739904175222396,1978,28.3950617283951
2006,NOR,20,bastiansen anders,F,L,190,97.0,1980-10-31,mora ik,25.4976043805613,1980,26.869806094182803
2006,NOR,21,ask morten,F,L,185,90.0,1980-05-14,saipa lappeenranta,25.9630390143737,1980,26.296566837107395
2006,NOR,24,andersen jonas,F,R,184,85.0,1981-03-08,sparta sarpsborg,25.147159479808398,1981,25.1063327032136
2006,NOR,27,marthinsen tommy,F,L,182,80.0,1976-12-24,valerenga oslo,29.3497604380561,1976,24.1516725033209
2006,NOR,28,nygard kjell richard,F,L,181,88.0,1978-01-04,valerenga oslo,28.320328542094497,1978,26.861206922865602
2006,NOR,29,vikingstad tore,F,L,191,93.0,1975-10-08,dusseldorf metro stars,30.5626283367556,1975,25.4927222389737
2006,NOR,41,thoresen patrick,F,L,183,85.0,1983-11-07,djurgardens if stockholm,22.480492813141698,1983,25.3814685419093
2006,NOR,8,hansen mads,F,L,184,85.0,1978-09-16,storhamar il hamar,27.622176591375798,1978,25.1063327032136
2006,NOR,9,holtet marius,F,R,185,84.0,1984-08-31,iowa stars,21.6646132785763,1984,24.543462381300202
2006,NOR,1,norgren jonas,G,R,172,73.0,1972-11-10,storhamar il hamar,33.4702258726899,1972,24.675500270416396
2006,NOR,30,grotnes pal,G,L,188,86.0,1977-03-07,vaxjo hc,29.149897330595497,1977,24.3322770484382
2006,NOR,39,gundersen mathias,G,L,180,77.0,1985-09-16,stjernen fredrikstad,20.621492128678998,1985,23.765432098765398
2006,SLO,12,rodman david,D,L,185,85.0,1983-09-10,hk jesenice,22.6392881587953,1983,24.8356464572681
2006,SLO,18,hafner tomo,D,L,183,86.0,1980-07-19,hk jesenice,25.782340862423002,1980,25.680074054166997
2006,SLO,19,vidmar uros,D,R,181,92.0,1980-10-09,hk slavija ljubljana,25.5578370978782,1980,28.0821708739049
2006,SLO,22,rodman marcel,D,R,185,88.0,1981-09-25,hk jesenice,24.5968514715948,1981,25.7121986851717
2006,SLO,27,milovanovic jakob,D,L,180,78.0,1984-03-18,briancon diables rouges,22.119096509240197,1984,24.0740740740741
2006,SLO,28,kranjc ales,D,L,183,84.0,1981-07-29,hk jesenice,24.7556468172485,1981,25.0828630296515
2006,SLO,3,ciglenecki robert,D,R,194,96.0,1974-07-17,zm cortina,31.789185489390803,1974,25.507492826017604
2006,SLO,37,robar mitja,D,L,176,78.0,1983-01-04,hdd zm olimpija ljubljana,23.321013004791197,1983,25.1807851239669
2006,SLO,6,groznik bostjan,D,L,185,99.0,1982-07-03,hdd zm olimpija,23.8275154004107,1982,28.926223520818098
2006,SLO,7,sotlar mitja,D,L,178,85.0,1979-10-17,hk jesenice,26.537987679671502,1979,26.827420780204502
2006,SLO,10,varl dejan,F,L,178,87.0,1973-07-03,hk jesenice,32.8268309377139,1973,27.458654210327
2006,SLO,13,kopitar anze,F,L,193,98.0,1987-08-24,sodertalje sk,18.6858316221766,1987,26.3094311256678
2006,SLO,14,kontrec dejan,F,L,178,75.0,1970-01-23,hk slavija ljubljana,36.2683093771389,1970,23.6712536295922
